id;ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
7302;4;2004;2015;N/A;ESP9903;ESP410;R du 140 RIA derr Taillefer;40 à 50 cm;deodara;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;N/A;vigoureux
7303;4;2004;2014;2014;ESP26707;ESP893;R du Mont Aiguille imm rond;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur essence;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Haubannage;oui;N/A;N/A;vigoureux
7304;6;2004;2013;2014;ESP24421;ESP1111;Av Reynoard sép Musset à URSAF;20 à 30 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7305;3;2004;2013;2018;ESP24630;ESP144;Crs Libération Rondeau Ec Libé;20 à 30 cm;orientalis;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7306;2;2004;2013;N/A;ESP22846;ESP296;Pl DrGirard;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7307;6;2004;2013;N/A;ESP24544;ESP1418;Av Reynoard 3 Quartiers Musset;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7308;6;2004;2014;2014;ESP24507;ESP1125;Alpexpo park;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7309;4;2004;2015;2017;ESP2277;ESP632;Pc Alliance R Stalingrad;20 à 30 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Bosquet de pins trop dense : à éclaircir;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
7310;4;2004;2014;N/A;ESP7244;ESP1095;Ave du Grand Serre impair;30 à 40 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
7311;2;2009;2015;N/A;ESP28349;ESP1299;Jard des Dauphins sommet ;0 à 10 cm;N/A;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;Moyenne;N/A;non;N/A;N/A;vigueur intermédiaire
7312;3;2004;2013;N/A;ESP22577;ESP872;Pc Ch Elysés Ouest;50 à 60 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7313;3;2004;2014;2015;ESP2315;ESP874;Pc Savane stab aire de jeux;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7314;5;2004;2015;2020;ESP28752;ESP53;Prc Echangeurs talus berges;10 à 20 cm;nigra;passages fréquents ou arrêts;Sambuccus;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
7315;1;2014;2014;2019;ESP31465;ESP1148;Parc Vallier aire de jeux;10 à 20 cm;domestica;passages fréquents ou arrêts;Malus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
7316;5;2004;2015;N/A;ESP11331;ESP53;Prc Echangeurs talus berges;10 à 20 cm;nigra;passages fréquents ou arrêts;Sambuccus;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
7317;3;2004;2014;2016;ESP26203;ESP662;Pc Savane pelouses Nord;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Chocs de tondeuse.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7318;3;2004;2014;2015;ESP21735;ESP726;Pc Savane local pétanque;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7319;2;2004;2014;2015;ESP7536;ESP1034;Parc 2 R Hermin M Leclerq;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Dominé, Descente de cime;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;Taille de bois mort;non;N/A;Austriaca;vigueur intermédiaire
7320;5;2004;2015;2018;ESP5853;ESP1173;Ec Berlioz R F Garcia Lorca;40 à 50 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;Moyenne;Taille formation et mise au gabarit;non;N/A;Glauca;vigoureux
7321;6;2009;2015;2018;ESP7415;ESP1116;Allée de la Sylphide pair;10 à 20 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7322;2;2004;2014;2014;ESP17943;ESP1030;Jard Hoche Ouest stabilisé pel;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;Italica;vieillissement dépérissement
7323;5;2014;2014;2019;ESP33606;ESP842;Prc Mis entre Mairie et bds;10 à 20 cm;N/A;passages fréquents ou arrêts;Metasequoia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
7324;6;2004;2014;2014;ESP25277;ESP1403;R Maquis de l'Oisans park;0 à 10 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
7325;6;2004;2015;2017;ESP21521;ESP691;Av Lbruyère S-O passe Malherbe;60 à 70 cm;nigra;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7326;2;2004;2015;2016;ESP28582;ESP569;Bd Foch Tram G Rivet Marceau;20 à 30 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7327;5;2004;2015;2017;ESP6300;ESP647;Sq La Bruyère;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat : cavités + pourritures;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;N/A;N/A;vigueur intermédiaire
7328;5;2004;2015;2020;ESP29739;ESP147;Prc Echangeurs amphi Sud;20 à 30 cm;cordata;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
7329;3;2009;2013;2016;ESP2777;ESP308;Cité Mistral R A Thomas impair;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7330;5;2004;2015;N/A;ESP28926;ESP995;Prc Echangeurs Bastion St Roch;10 à 20 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7331;5;2004;2015;2017;ESP21856;ESP914;Sq Marcellin Berthelot;10 à 20 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
7332;6;2004;2013;N/A;ESP10576;ESP562;Av Reynoard Musset LBruyère;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7333;3;2004;2013;N/A;ESP15394;ESP124;Stade Bachelard;60 à 70 cm;australis;passages fréquents et arrêts fréquents;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7334;6;2004;2015;2020;ESP29495;ESP438;La piste pel de l'aire de jeux;20 à 30 cm;betulus;quelques passages;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7335;6;2008;2013;2016;ESP25708;ESP458;Av Reynoard Destinées LBruyère;10 à 20 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7336;2;2004;2014;2015;ESP25051;ESP588;Pc 3 H St Ferjus t Belledonne;60 à 70 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Incliné, Lierre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;Austriaca;vigoureux
7337;5;2004;2013;N/A;ESP7675;ESP23;Av J d'Arc C Genin à Argouges;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;var. Wieri;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;Wierii;vigoureux
7338;5;2004;2013;2016;ESP19756;ESP392;R Jouhaux lycée Argouges;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Maintenir le volume réduit (facilite l'entretien et la surveillance dans un contexte contraignant);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigoureux
7339;2;2004;2015;2020;ESP19193;ESP304;Pl J Moulin partie Nord Ouest;20 à 30 cm;minor;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
7340;6;2004;2013;2016;ESP12112;ESP432;Prc La Bruyère NORD mail centr;30 à 40 cm;tomentosa;passages fréquents ou arrêts;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Taille des rejets;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
7341;5;2004;2015;2016;ESP22729;ESP995;Prc Echangeurs Bastion St Roch;0 à 10 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7342;2;2015;2015;2020;ESP33759;ESP964;Chem bois Artas mais retraite;10 à 20 cm;domestica;passages fréquents ou arrêts;Malus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Nouveau;N/A;ESP174;Arbre d'espaces ouverts;N/A;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
7343;5;2004;2013;N/A;ESP20065;ESP994;Allée Ch Pranard;40 à 50 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7344;1;2004;2013;N/A;ESP29126;ESP1282;R Esclangon park HLM;50 à 60 cm;fraxinifolia;passages fréquents et arrêts fréquents;Pterocarya;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7345;4;2004;2014;2016;ESP14649;ESP1382;Prc Pompidou abs aire de jeux ;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux, Préserver les racines lors des tontes;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7346;3;2004;2013;N/A;ESP23070;ESP872;Pc Ch Elysés Ouest;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;Austriaca;vigoureux
7347;3;2004;2014;2014;ESP21828;ESP836;R Hilaire de Chardonnet;20 à 30 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7348;2;2004;2013;N/A;ESP11461;ESP830;R Hébert imp Verdun St Roch;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Negenia;vigoureux
7349;6;2004;2015;2018;ESP27364;ESP706;R Maquis de l'Oisans impair;10 à 20 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7350;4;2004;2015;N/A;ESP27202;ESP1364;R Emile Romanet n 22 à 26;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
7351;6;2004;2015;2018;ESP9726;ESP162;Av Constantine ms architecture;20 à 30 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
7352;1;2004;2013;N/A;ESP24891;ESP485;R Esclangon Vercors à Weil;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
7353;5;2004;2013;N/A;ESP20254;ESP148;R G Tonnelier Cocat Fernandat;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7354;6;2004;2015;2017;ESP29670;ESP133;Av Constantine Gym des saules;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7355;6;2004;2014;2014;ESP30758;ESP535;Av Reynoard passerelle Cl Mail;20 à 30 cm;robusta;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Réduit;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
7356;2;2004;2015;2017;ESP22276;ESP286;Jard des Dauphins le mûrier;40 à 50 cm;pomifera;passages fréquents ou arrêts;Maclura;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7357;1;2004;2014;2019;ESP9285;ESP954;Parc Vallier partie centrale;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7358;6;2004;2015;2015;ESP25164;ESP531;Tr quartiers pourtour silo 1 ;30 à 40 cm;robusta;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre à abattre immédiatement;de 1 à 5 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Abattage;oui;N/A;N/A;vigoureux
7359;5;2004;2015;2018;ESP8179;ESP86;R J Bart pair;10 à 20 cm;cerris;passages fréquents et arrêts fréquents;Quercus;246;L 123-1.7;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;Groupé;N/A;vigoureux
7360;2;2004;2015;2015;ESP8803;ESP958;Pl Ste Claire;10 à 20 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Blessure bien cicatrisée;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7361;2;2009;2014;2019;ESP3211;ESP1327;Jard Plantes J à la française;10 à 20 cm;sylvatica;quelques passages;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille de bois mort;non;N/A;Purpurea pendula;vigoureux
7362;2;2006;2015;2017;ESP11915;ESP495;Cimetière St Roch;70 à 80 cm;N/A;passages fréquents et arrêts fréquents;Thuja;N/A;N/A;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;Surveiller l'évolution de la déscente de cime;ESP065;Arbre d'enceintes fermées;Arbre vieillissant;Arbre vieillissant;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7363;6;2010;2015;2017;ESP22227;ESP455;All Romantiques LBruyère Vigny;0 à 10 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7364;3;2004;2014;N/A;ESP8982;ESP1332;Le Rondeau coté pair;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
7365;2;2004;2015;2016;ESP3107;ESP962;Bd Joffre tram Pasteur Rivet;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7366;4;2014;2014;2019;ESP32533;ESP878;Parc Soulage;10 à 20 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
7367;6;2004;2014;2014;ESP15297;ESP1405;R Maurice Dodero n 12 à 16;20 à 30 cm;campestris;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7368;3;2004;2015;2017;ESP26693;ESP1074;Stade Lesdiguières;30 à 40 cm;N/A;passages fréquents ou arrêts;Tilia;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;REDUIT;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7369;3;2004;2015;2020;ESP10995;ESP372;R E Claires Rh Danube Césaire;20 à 30 cm;N/A;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;Pyramidalis;vigoureux
7370;1;2004;2015;2016;ESP23478;ESP1283;Ec mat Berriat r Anthoard;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7371;4;2004;2014;2014;ESP14929;ESP878;Parc Soulage;60 à 70 cm;abies;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Lierre.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7372;1;2004;2014;2014;ESP27024;ESP11;R Esclangon Sémard à Vercors;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Dominé;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7373;5;2012;2015;2020;ESP15235;ESP863;Av Fenelon Littré à Boileau;0 à 10 cm;henryana;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7374;4;2004;2015;2018;ESP21443;ESP1021;Voie E O zone éduc routière;20 à 30 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
7375;6;2004;2015;2020;ESP4673;ESP470;R Christophe Turc;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7376;6;2004;2013;2014;ESP7382;ESP1110;Av Reynoard sép VO a Musset;20 à 30 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
7377;6;2004;2015;2018;ESP15276;ESP34;R Musset de Reynoard à Pupin;0 à 10 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur + manchon bambou;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
